종목명,종목코드,현재가,시가총액,매출성장률,순이익률,부채비율,PER,PBR,평가점수,종합평가,평가이유,성장성점수,수익성점수,안정성점수,투자지표점수
이화공영,001840,1616,36010355776,-27.24867724867725,-39.18181818181819,288.6904761904762,-0.7304,1.3276,30,주의 필요,매출 성장률이 -27.25%로 저조함; 순이익률이 -39.18%로 개선 필요; 부채비율이 288.69%로 높음; PER이 -0.73로 저평가 가능성; PBR이 1.33로 적정 수준,0,0,0,30
KISCO홀딩스,001940,25350,359371233000,-34.28886438809261,4.470983024082116,9.57842132239877,13.5612,0.2337,50,보통,매출 성장률이 -34.29%로 저조함; 순이익률이 4.47%로 개선 필요; 부채비율이 9.58%로 안정적임; PER이 13.56로 적정 수준; PBR이 0.23로 저평가 가능성,0,0,20,30
코오롱,002020,49400,623745444400,2.5517147523135546,2.6142923495454844,199.87222080245337,4.6272,0.3105,20,주의 필요,매출 성장률이 2.55%로 저조함; 순이익률이 2.61%로 개선 필요; 부채비율이 199.87%로 높음; PER이 4.63로 저평가 가능성; PBR이 0.31로 저평가 가능성,0,0,0,20
아세아,002030,327000,681513780000,-5.1278415804149535,5.40001992627279,64.25932311936549,7.4727,0.3368,30,주의 필요,매출 성장률이 -5.13%로 저조함; 순이익률이 5.40%로 개선 필요; 부채비율이 64.26%로 높음; PER이 7.47로 적정 수준; PBR이 0.34로 저평가 가능성,0,0,0,30
비비안,002070,755,34123038135,8.237459733087897,-1.6156462585034015,113.9650872817955,-8.1245,0.3004,20,주의 필요,매출 성장률이 8.24%로 저조함; 순이익률이 -1.62%로 개선 필요; 부채비율이 113.97%로 높음; PER이 -8.12로 저평가 가능성; PBR이 0.30로 저평가 가능성,0,0,0,20
경농,002100,9720,189759429000,-6.390328151986183,5.442804428044281,75.52045944005744,11.5707,0.6494,40,보통,매출 성장률이 -6.39%로 저조함; 순이익률이 5.44%로 개선 필요; 부채비율이 75.52%로 높음; PER이 11.57로 적정 수준; PBR이 0.65로 적정 수준,0,0,0,40
고려산업,002140,2855,71202058375,-3.5725477906612344,1.2674683132921676,165.49815498154982,12.2762,0.66,40,보통,매출 성장률이 -3.57%로 저조함; 순이익률이 1.27%로 개선 필요; 부채비율이 165.50%로 높음; PER이 12.28로 적정 수준; PBR이 0.66로 적정 수준,0,0,0,40
도화엔지니어링,002150,6590,222214800000,1.3565217391304347,-1.0809883321894305,136.0374414976599,-42.7336,0.8477,30,주의 필요,매출 성장률이 1.36%로 저조함; 순이익률이 -1.08%로 개선 필요; 부채비율이 136.04%로 높음; PER이 -42.73로 저평가 가능성; PBR이 0.85로 적정 수준,0,0,0,30
삼양통상,002170,54600,163800000000,6.692693809258227,5.7501306847882905,4.6072333563695,13.4262,0.3783,50,보통,매출 성장률이 6.69%로 저조함; 순이익률이 5.75%로 개선 필요; 부채비율이 4.61%로 안정적임; PER이 13.43로 적정 수준; PBR이 0.38로 저평가 가능성,0,0,20,30
한국수출포장,002200,2930,117200000000,-3.3621517771373677,1.126573889993373,19.781718963165076,,0.3976,30,주의 필요,매출 성장률이 -3.36%로 저조함; 순이익률이 1.13%로 개선 필요; 부채비율이 19.78%로 안정적임; PER이 nan로 고평가 가능성; PBR이 0.40로 저평가 가능성,0,0,20,10
동성제약,002210,973,25900780311,-0.2257336343115124,-8.257918552036198,175.18115942028984,-3.0472,0.557,30,주의 필요,매출 성장률이 -0.23%로 저조함; 순이익률이 -8.26%로 개선 필요; 부채비율이 175.18%로 높음; PER이 -3.05로 저평가 가능성; PBR이 0.56로 적정 수준,0,0,0,30
한일철강,002220,2765,73818476900,-4.854368932038835,-2.2351797862001943,102.07715133531157,-28.3917,0.4377,20,주의 필요,매출 성장률이 -4.85%로 저조함; 순이익률이 -2.24%로 개선 필요; 부채비율이 102.08%로 높음; PER이 -28.39로 저평가 가능성; PBR이 0.44로 저평가 가능성,0,0,0,20
피에스텍,002230,4605,88755941100,15.804597701149426,6.9478908188585615,33.46303501945525,19.2948,0.6983,30,주의 필요,매출 성장률이 15.80%로 양호함; 순이익률이 6.95%로 개선 필요; 부채비율이 33.46%로 높음; PER이 19.29로 고평가 가능성; PBR이 0.70로 적정 수준,10,0,0,20
고려제강,002240,18390,496530000000,-2.7558835038291685,1.8912393653713495,35.38477505059416,38.1946,0.2617,10,주의 필요,매출 성장률이 -2.76%로 저조함; 순이익률이 1.89%로 개선 필요; 부채비율이 35.38%로 높음; PER이 38.19로 고평가 가능성; PBR이 0.26로 저평가 가능성,0,0,0,10
삼일기업공사,002290,3635,45074000000,43.38422391857507,5.146406388642413,24.818577648766325,6.5325,0.6725,60,좋음,매출 성장률이 43.38%로 우수함; 순이익률이 5.15%로 개선 필요; 부채비율이 24.82%로 높음; PER이 6.53로 적정 수준; PBR이 0.67로 적정 수준,20,0,0,40
아세아제지,002310,7960,331394779600,-1.8936474733017725,2.6820783301537423,22.789807393228855,14.8608,0.3944,30,주의 필요,매출 성장률이 -1.89%로 저조함; 순이익률이 2.68%로 개선 필요; 부채비율이 22.79%로 높음; PER이 14.86로 적정 수준; PBR이 0.39로 저평가 가능성,0,0,0,30
한진,002320,20450,305758563550,7.408726625111309,-0.01326479854087216,174.91961414790998,87.3596,0.1998,10,주의 필요,매출 성장률이 7.41%로 저조함; 순이익률이 -0.01%로 개선 필요; 부채비율이 174.92%로 높음; PER이 87.36로 고평가 가능성; PBR이 0.20로 저평가 가능성,0,0,0,10
넥센타이어,002350,6160,601634122320,5.411407632231558,4.44889216615752,144.416541996153,4.7863,0.3252,20,주의 필요,매출 성장률이 5.41%로 저조함; 순이익률이 4.45%로 개선 필요; 부채비율이 144.42%로 높음; PER이 4.79로 저평가 가능성; PBR이 0.33로 저평가 가능성,0,0,0,20
SH에너지화학,002360,460,51121515800,-5.970149253731343,-8.253968253968253,38.0,-4.7335,0.6206,30,주의 필요,매출 성장률이 -5.97%로 저조함; 순이익률이 -8.25%로 개선 필요; 부채비율이 38.00%로 높음; PER이 -4.73로 저평가 가능성; PBR이 0.62로 적정 수준,0,0,0,30
KCC,002380,370000,3287994270000,5.8902105464029,4.404697543100859,160.12541424404182,-27.2185,0.6112,30,주의 필요,매출 성장률이 5.89%로 저조함; 순이익률이 4.40%로 개선 필요; 부채비율이 160.13%로 높음; PER이 -27.22로 저평가 가능성; PBR이 0.61로 적정 수준,0,0,0,30
한독,002390,11770,161996783410,-2.927109240482112,-10.386283011430823,172.7775856105154,-2.793,0.5353,30,주의 필요,매출 성장률이 -2.93%로 저조함; 순이익률이 -10.39%로 개선 필요; 부채비율이 172.78%로 높음; PER이 -2.79로 저평가 가능성; PBR이 0.54로 적정 수준,0,0,0,30
범양건영,002410,1935,53173451700,-16.05960264900662,-45.66074950690335,890.4761904761905,-0.9445,1.9076,30,주의 필요,매출 성장률이 -16.06%로 저조함; 순이익률이 -45.66%로 개선 필요; 부채비율이 890.48%로 높음; PER이 -0.94로 저평가 가능성; PBR이 1.91로 적정 수준,0,0,0,30
세기상사,002420,5590,33372009320,5.6105610561056105,-8.75,106.17283950617285,-10.7652,1.3456,30,주의 필요,매출 성장률이 5.61%로 저조함; 순이익률이 -8.75%로 개선 필요; 부채비율이 106.17%로 높음; PER이 -10.77로 저평가 가능성; PBR이 1.35로 적정 수준,0,0,0,30
삼익악기,002450,1260,114068952900,-7.059298104074223,1.3454861111111112,92.87288758265981,-42.2478,0.4269,20,주의 필요,매출 성장률이 -7.06%로 저조함; 순이익률이 1.35%로 개선 필요; 부채비율이 92.87%로 높음; PER이 -42.25로 저평가 가능성; PBR이 0.43로 저평가 가능성,0,0,0,20
HS화성,002460,10690,108503500000,-32.51844510516463,2.2030026109660574,117.654740141029,11.5429,0.2858,30,주의 필요,매출 성장률이 -32.52%로 저조함; 순이익률이 2.20%로 개선 필요; 부채비율이 117.65%로 높음; PER이 11.54로 적정 수준; PBR이 0.29로 저평가 가능성,0,0,0,30
조흥,002600,153100,91860000000,5.493964030549396,0.5838393274170948,170.46070460704607,306.2,0.6109,20,주의 필요,매출 성장률이 5.49%로 저조함; 순이익률이 0.58%로 개선 필요; 부채비율이 170.46%로 높음; PER이 306.20로 고평가 가능성; PBR이 0.61로 적정 수준,0,0,0,20
제일파마홀딩스,002620,8600,137370853000,-3.009950248756219,-8.515003847140292,103.56652949245542,-2.2895,0.3141,20,주의 필요,매출 성장률이 -3.01%로 저조함; 순이익률이 -8.52%로 개선 필요; 부채비율이 103.57%로 높음; PER이 -2.29로 저평가 가능성; PBR이 0.31로 저평가 가능성,0,0,0,20
오리엔트바이오,002630,683,80992192415,5.0,-44.89795918367347,17.96657381615599,-6.1358,1.0618,50,보통,매출 성장률이 5.00%로 저조함; 순이익률이 -44.90%로 개선 필요; 부채비율이 17.97%로 안정적임; PER이 -6.14로 저평가 가능성; PBR이 1.06로 적정 수준,0,0,20,30
한탑,002680,791,25562588009,-10.443037974683545,-6.36042402826855,203.27510917030568,-7.3036,0.5342,30,주의 필요,매출 성장률이 -10.44%로 저조함; 순이익률이 -6.36%로 개선 필요; 부채비율이 203.28%로 높음; PER이 -7.30로 저평가 가능성; PBR이 0.53로 적정 수준,0,0,0,30
동일제강,002690,1596,32399374560,-16.426991150442475,-0.3309066843150232,11.776187378009109,161.9969,0.2097,30,주의 필요,매출 성장률이 -16.43%로 저조함; 순이익률이 -0.33%로 개선 필요; 부채비율이 11.78%로 안정적임; PER이 162.00로 고평가 가능성; PBR이 0.21로 저평가 가능성,0,0,20,10
신일전자,002700,1442,102450525282,-3.2555615843733046,0.7851934941110488,56.69975186104218,60.265,1.2559,20,주의 필요,매출 성장률이 -3.26%로 저조함; 순이익률이 0.79%로 개선 필요; 부채비율이 56.70%로 높음; PER이 60.27로 고평가 가능성; PBR이 1.26로 적정 수준,0,0,0,20
국제약품,002720,4720,99874407040,15.583456425406203,3.3226837060702876,84.91620111731844,22.6987,1.1128,30,주의 필요,매출 성장률이 15.58%로 양호함; 순이익률이 3.32%로 개선 필요; 부채비율이 84.92%로 높음; PER이 22.70로 고평가 가능성; PBR이 1.11로 적정 수준,10,0,0,20
보락,002760,1008,60379200000,1.7094017094017095,-3.1512605042016806,26.98072805139186,-35.5172,1.2579,30,주의 필요,매출 성장률이 1.71%로 저조함; 순이익률이 -3.15%로 개선 필요; 부채비율이 26.98%로 높음; PER이 -35.52로 저평가 가능성; PBR이 1.26로 적정 수준,0,0,0,30
진흥기업,002780,754,109685695730,-4.371872530945483,0.3029468465987331,102.60901975400671,-32.2605,0.4143,20,주의 필요,매출 성장률이 -4.37%로 저조함; 순이익률이 0.30%로 개선 필요; 부채비율이 102.61%로 높음; PER이 -32.26로 저평가 가능성; PBR이 0.41로 저평가 가능성,0,0,0,20
아모레퍼시픽홀딩스,002790,30300,2407582854000,5.933404620396389,15.326650860348835,22.151980205100333,3.4636,0.3434,30,주의 필요,매출 성장률이 5.93%로 저조함; 순이익률이 15.33%로 양호함; 부채비율이 22.15%로 높음; PER이 3.46로 저평가 가능성; PBR이 0.34로 저평가 가능성,0,10,0,20
신신제약,002800,5690,86320145000,3.7037037037037033,4.511278195488721,97.40853658536585,15.9852,1.3219,20,주의 필요,매출 성장률이 3.70%로 저조함; 순이익률이 4.51%로 개선 필요; 부채비율이 97.41%로 높음; PER이 15.99로 고평가 가능성; PBR이 1.32로 적정 수준,0,0,0,20
삼영무역,002810,16470,304150633560,0.7130872483221476,13.036234902124114,18.218689162881248,4.7673,0.5033,60,좋음,매출 성장률이 0.71%로 저조함; 순이익률이 13.04%로 양호함; 부채비율이 18.22%로 안정적임; PER이 4.77로 저평가 가능성; PBR이 0.50로 적정 수준,0,10,20,30
SUN&L,002820,2960,37319647440,-23.078666968941285,-3.1240789861479517,123.36739227010219,-3.4878,0.1678,20,주의 필요,매출 성장률이 -23.08%로 저조함; 순이익률이 -3.12%로 개선 필요; 부채비율이 123.37%로 높음; PER이 -3.49로 저평가 가능성; PBR이 0.17로 저평가 가능성,0,0,0,20
미원상사,002840,161100,765225000000,3.4171808258186998,11.58788435061955,19.525593008739076,13.8628,1.9296,70,좋음,매출 성장률이 3.42%로 저조함; 순이익률이 11.59%로 양호함; 부채비율이 19.53%로 안정적임; PER이 13.86로 적정 수준; PBR이 1.93로 적정 수준,0,10,20,40
신풍,002870,1141,39887876700,-15.241635687732341,1.3157894736842104,5.02092050209205,-30.683,0.5466,50,보통,매출 성장률이 -15.24%로 저조함; 순이익률이 1.32%로 개선 필요; 부채비율이 5.02%로 안정적임; PER이 -30.68로 저평가 가능성; PBR이 0.55로 적정 수준,0,0,20,30
대유에이텍,002880,1200,56092824000,-0.35279590756747226,0.8497079129049389,658.9569160997733,-24.3882,1.1692,30,주의 필요,매출 성장률이 -0.35%로 저조함; 순이익률이 0.85%로 개선 필요; 부채비율이 658.96%로 높음; PER이 -24.39로 저평가 가능성; PBR이 1.17로 적정 수준,0,0,0,30
TYM,002900,4990,224804270440,-5.702331141661686,2.3073022312373226,105.6293018682399,16.4091,0.5583,20,주의 필요,매출 성장률이 -5.70%로 저조함; 순이익률이 2.31%로 개선 필요; 부채비율이 105.63%로 높음; PER이 16.41로 고평가 가능성; PBR이 0.56로 적정 수준,0,0,0,20
유성기업,002920,2345,60846887500,4.20545746388443,-2.094886013555145,33.38414634146341,-6.5427,0.1846,20,주의 필요,매출 성장률이 4.21%로 저조함; 순이익률이 -2.09%로 개선 필요; 부채비율이 33.38%로 높음; PER이 -6.54로 저평가 가능성; PBR이 0.18로 저평가 가능성,0,0,0,20
한국쉘석유,002960,439000,570700000000,2.0904836193447736,11.21638141809291,50.27494108405342,14.862,4.8283,30,주의 필요,매출 성장률이 2.09%로 저조함; 순이익률이 11.22%로 양호함; 부채비율이 50.27%로 높음; PER이 14.86로 적정 수준; PBR이 4.83로 고평가 가능성,0,10,0,20
금호건설,002990,3390,125419016400,-13.68145743145743,-11.937101661268414,588.8642413487134,-0.5552,0.4683,20,주의 필요,매출 성장률이 -13.68%로 저조함; 순이익률이 -11.94%로 개선 필요; 부채비율이 588.86%로 높음; PER이 -0.56로 저평가 가능성; PBR이 0.47로 저평가 가능성,0,0,0,20
부광약품,003000,3380,333486587980,27.16441620333598,-2.1861336664584634,52.847193773043834,-333.4866,1.4099,50,보통,매출 성장률이 27.16%로 우수함; 순이익률이 -2.19%로 개선 필요; 부채비율이 52.85%로 높음; PER이 -333.49로 저평가 가능성; PBR이 1.41로 적정 수준,20,0,0,30
혜인,003010,5230,66487666810,-9.887721839913075,2.934083601286174,118.62011637572736,11.2691,0.5629,40,보통,매출 성장률이 -9.89%로 저조함; 순이익률이 2.93%로 개선 필요; 부채비율이 118.62%로 높음; PER이 11.27로 적정 수준; PBR이 0.56로 적정 수준,0,0,0,40
세아제강지주,003030,216500,896668740500,-6.086934300973603,3.1835868411743897,108.99857046121436,7.71,0.3422,30,주의 필요,매출 성장률이 -6.09%로 저조함; 순이익률이 3.18%로 개선 필요; 부채비율이 109.00%로 높음; PER이 7.71로 적정 수준; PBR이 0.34로 저평가 가능성,0,0,0,30
에이프로젠바이오로직스,003060,627,124401718815,-22.883295194508012,-155.78635014836794,56.060205967784526,-0.8755,0.3229,20,주의 필요,매출 성장률이 -22.88%로 저조함; 순이익률이 -155.79%로 개선 필요; 부채비율이 56.06%로 높음; PER이 -0.88로 저평가 가능성; PBR이 0.32로 저평가 가능성,0,0,0,20
코오롱글로벌,003070,9540,180618082020,10.094517958412098,0.7726648351648352,356.43564356435644,82.0991,0.3415,20,주의 필요,매출 성장률이 10.09%로 양호함; 순이익률이 0.77%로 개선 필요; 부채비율이 356.44%로 높음; PER이 82.10로 고평가 가능성; PBR이 0.34로 저평가 가능성,10,0,0,10
SB성보,003080,2845,56956900000,-4.472843450479233,-6.0200668896321075,72.94493216280927,-12.3819,0.4386,20,주의 필요,매출 성장률이 -4.47%로 저조함; 순이익률이 -6.02%로 개선 필요; 부채비율이 72.94%로 높음; PER이 -12.38로 저평가 가능성; PBR이 0.44로 저평가 가능성,0,0,0,20
대웅,003090,23700,1377964926000,6.7868563237402135,3.557230626258454,81.07820299500833,17.5761,0.9135,20,주의 필요,매출 성장률이 6.79%로 저조함; 순이익률이 3.56%로 개선 필요; 부채비율이 81.08%로 높음; PER이 17.58로 고평가 가능성; PBR이 0.91로 적정 수준,0,0,0,20
선광,003100,19250,127050000000,0.809498111171074,15.149892933618844,66.10425585494838,4.1931,0.3247,30,주의 필요,매출 성장률이 0.81%로 저조함; 순이익률이 15.15%로 양호함; 부채비율이 66.10%로 높음; PER이 4.19로 저평가 가능성; PBR이 0.32로 저평가 가능성,0,10,0,20
일성아이에스,003120,25250,335825000000,-11.651728553137005,18.985507246376812,3.0381719034017136,21.9493,0.8853,50,보통,매출 성장률이 -11.65%로 저조함; 순이익률이 18.99%로 양호함; 부채비율이 3.04%로 안정적임; PER이 21.95로 고평가 가능성; PBR이 0.89로 적정 수준,0,10,20,20
